Column1,Column2,Column3,Column4,Column5
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,prodzoomnice-10.60.128.0_21,g-nsg-1p-commerce01-prodzoomnice-10.60.128.0_21
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,storeprintingservicesubnet-10.60.136.0_28,g-nsg-1p-commerce01-storeprintingservicesubnet-10.60.136.0_28
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akscheckoutui-10.92.192.192_26,g-nsg-1p-commerce01-akscheckoutui-10.92.192.192_26
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,customerofferspostgresprod-10.92.192.160_27,g-nsg-1p-commerce01-customerofferspostgresprod-10.92.192.160_27
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,aksprodordermanage-10.60.140.0_22,g-nsg-1p-commerce01-aksprodordermanage-10.60.140.0_22
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,akssysprodordermanage01-10.60.160.0_24,g-nsg-1p-commerce01-akssysprodordermanage01-10.60.160.0_24
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,customeroffersfeedprocessorpro-10.60.138.0_24,g-nsg-1p-commerce01-customeroffersfeedprocessorpro-10.60.138.0_24
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,personalizationserviceredis-10.60.136.32_27,g-nsg-1p-commerce01-personalizationserviceredis-10.60.136.32_27
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,seopipesagents-10.60.136.64_26,g-nsg-1p-commerce01-seopipesagents-10.60.136.64_26
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,custoffrrediscacheserviceprod-10.60.136.192_26,g-nsg-1p-commerce01-custoffrrediscacheserviceprod-10.60.136.192_26
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,targetedofferspostgresprod-10.60.136.128_27,g-nsg-1p-commerce01-targetedofferspostgresprod-10.60.136.128_27
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,catalogapisnginxprod-10.60.139.0_24,g-nsg-1p-commerce01-catalogapisnginxprod-10.60.139.0_24
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,xcspipesagents-10.111.82.208_28,g-nsg-1p-commerce01-xcspipesagents-10.111.82.208_28
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,catalogapisredisprod-10.120.192.192_27,g-nsg-1p-commerce01-catalogapisredisprod-10.120.192.192_27
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,CapiRedis-10.60.144.0_24,g-nsg-1p-commerce01-CapiRedis-10.60.144.0_24
g-commerce-p01,g-rsg-1p-commerce01-network-01,g-vnt-1p-commerce01-01,pgsqlflexprodsignage-10.60.145.0_24,g-nsg-1p-commerce01-pgsqlflexprodsignage-10.60.145.0_24
g-business-p01,g-rsg-2p-business01-network-01,g-vnt-2p-business01-01,prodzoom-10.119.150.32_28,g-nsg-2p-business01-prodzoom-10.119.150.32_28
g-business-p01,g-rsg-1p-business01-network-01,g-vnt-1p-business01-01,prodzoom-10.117.150.32_28,g-nsg-1p-business01-prodzoom-10.117.150.32_28
g-datainsights-p01,g-rsg-2p-datainsights01-network-01,g-vnt-2p-datainsights01-01,databrickscommutilscompute-10.119.182.64_26,g-nsg-2p-datainsights01-databrickscommutilscompute-10.119.182.64_26
g-datainsights-p01,g-rsg-2p-datainsights01-network-01,g-vnt-2p-datainsights01-01,datacatalogprivateprod-10.85.96.128_25,g-nsg-2p-datainsights01-datacatalogprivateprod-10.85.96.128_25
g-datainsights-p01,g-rsg-2p-datainsights01-network-01,g-vnt-2p-datainsights01-01,prodenterpridatabricksprivate-10.85.97.64_26,g-nsg-2p-datainsights01-prodenterpridatabricksprivate-10.85.97.64_26
g-datainsights-p01,g-rsg-2p-datainsights01-network-01,g-vnt-2p-datainsights01-01,gdpsupchndatdatabricksprivate-10.85.112.0_21,g-nsg-2p-datainsights01-gdpsupchndatdatabricksprivate-10.85.112.0_21
g-datainsights-p01,g-rsg-2p-datainsights01-network-01,g-vnt-2p-datainsights01-01,gdpsyndicationdatabricksprodpublic-10.85.98.0_23,g-nsg-2p-datainsights01-gdpsyndicationdatabricksprodpublic-10.85.98.0_23
g-datainsights-p01,g-rsg-2p-datainsights01-network-01,g-vnt-2p-datainsights01-01,gdpsyndicationdatabricksprodprivate-10.85.100.0_23,g-nsg-2p-datainsights01-gdpsyndicationdatabricksprodprivate-10.85.100.0_23
g-datainsights-p01,g-rsg-2p-datainsights01-network-01,g-vnt-2p-datainsights01-01,gdpsyndbksprodpiipublic-10.85.102.0_23,g-nsg-2p-datainsights01-gdpsyndbksprodpiipublic-10.85.102.0_23
g-datainsights-p01,g-rsg-2p-datainsights01-network-01,g-vnt-2p-datainsights01-01,gdpsyndbksprodpiiprivate-10.83.64.0_23,g-nsg-2p-datainsights01-gdpsyndbksprodpiiprivate-10.83.64.0_23
g-datainsights-p01,g-rsg-2p-datainsights01-network-01,g-vnt-2p-datainsights01-01,reportingdatabrickspublic-10.85.124.0_22,g-nsg-2p-datainsights01-reportingdatabrickspublic-10.85.124.0_22
g-datainsights-p01,g-rsg-2p-datainsights01-network-01,g-vnt-2p-datainsights01-01,gdpprivatepreprodazfunc-10.119.182.160_28,g-nsg-2p-datainsights01-gdpprivatepreprodazfunc-10.119.182.160_28
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,cdsproddatabrickspublicappgw-10.63.116.128_25,g-nsg-1p-datainsights01-cdsproddatabrickspublicappgw-10.63.116.128_25
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,cdsproddatabricksprivateappgw-10.63.117.0_25,g-nsg-1p-datainsights01-cdsproddatabricksprivateappgw-10.63.117.0_25
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpdatabrickspublicsynd01prod-10.63.76.0_22,g-nsg-1p-datainsights01-gdpdatabrickspublicsynd01prod-10.63.76.0_22
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpdatabricksprivateynd01prod-10.63.112.0_22,g-nsg-1p-datainsights01-gdpdatabricksprivateynd01prod-10.63.112.0_22
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpsupchndatabrickspublicprod-10.60.0.0_20,g-nsg-1p-datainsights01-gdpsupchndatabrickspublicprod-10.60.0.0_20
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpsupchndatabricksprivateprod-10.60.16.0_20,g-nsg-1p-datainsights01-gdpsupchndatabricksprivateprod-10.60.16.0_20
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpprodinventorycurationpublic2-10.60.32.0_19,g-nsg-1p-datainsights01-gdpprodinventorycurationpublic2-10.60.32.0_19
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpprodinventorycurationprivate2-10.60.64.0_19,g-nsg-1p-datainsights01-gdpprodinventorycurationprivate2-10.60.64.0_19
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,datacatalogpublicprod-10.60.96.0_25,g-nsg-1p-datainsights01-datacatalogpublicprod-10.60.96.0_25
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,datacatalogprivateprod-10.60.96.128_25,g-nsg-1p-datainsights01-datacatalogprivateprod-10.60.96.128_25
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,prodenterpridatabrickspublic-10.60.97.0_26,g-nsg-1p-datainsights01-prodenterpridatabrickspublic-10.60.97.0_26
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,prodenterpridatabricksprivate-10.60.97.64_26,g-nsg-1p-datainsights01-prodenterpridatabricksprivate-10.60.97.64_26
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpsupchndatdatabrickspublic-10.60.104.0_21,g-nsg-1p-datainsights01-gdpsupchndatdatabrickspublic-10.60.104.0_21
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpsupchndatdatabricksprivate-10.60.112.0_21,g-nsg-1p-datainsights01-gdpsupchndatdatabricksprivate-10.60.112.0_21
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpsyndicationdatabricksprodpublic-10.60.98.0_23,g-nsg-1p-datainsights01-gdpsyndicationdatabricksprodpublic-10.60.98.0_23
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpsyndicationdatabricksprodprivate-10.60.100.0_23,g-nsg-1p-datainsights01-gdpsyndicationdatabricksprodprivate-10.60.100.0_23
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpprodreportingplink-10.60.97.128_27,g-nsg-1p-datainsights01-gdpprodreportingplink-10.60.97.128_27
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpsyndbksprodpiipublic-10.60.102.0_23,g-nsg-1p-datainsights01-gdpsyndbksprodpiipublic-10.60.102.0_23
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpsyndbksprodpiiprivate-10.63.64.0_23,g-nsg-1p-datainsights01-gdpsyndbksprodpiiprivate-10.63.64.0_23
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,aksprodentprsdata-10.63.120.0_22,g-nsg-1p-datainsights01-aksprodentprsdata-10.63.120.0_22
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,akssysentprsdata-10.63.70.0_24,g-nsg-1p-datainsights01-akssysentprsdata-10.63.70.0_24
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,reportingdatabricksprivate-10.60.120.0_22,g-nsg-1p-datainsights01-reportingdatabricksprivate-10.60.120.0_22
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,reportingdatabrickspublic-10.60.124.0_22,g-nsg-1p-datainsights01-reportingdatabrickspublic-10.60.124.0_22
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,prodgdpcdedatabrickspublic-10.63.160.0_20,g-nsg-1p-datainsights01-prodgdpcdedatabrickspublic-10.63.160.0_20
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,prodgdpcdedatabricksprivate-10.63.176.0_20,g-nsg-1p-datainsights01-prodgdpcdedatabricksprivate-10.63.176.0_20
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,cdepiivm-10.117.182.144_28,g-nsg-1p-datainsights01-cdepiivm-10.117.182.144_28
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,enterprisemlopsdatabrickspublic-10.63.124.0_22,g-nsg-1p-datainsights01-enterprisemlopsdatabrickspublic-10.63.124.0_22
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,enterprisemlopsdatabricksprivate-10.63.67.128_25,g-nsg-1p-datainsights01-enterprisemlopsdatabricksprivate-10.63.67.128_25
g-datainsights-p01,g-rsg-1p-datainsights01-network-01,g-vnt-1p-datainsights01-01,gdpprivatepreprodazfunc-10.117.182.160_28,g-nsg-1p-datainsights01-gdpprivatepreprodazfunc-10.117.182.160_28
g-enterpriseservices-p01,g-rsg-2p-enterpriseservices01-network-01,g-vnt-2p-enterpriseservices01-01,ediscoveryforensics-10.119.210.80_28,g-nsg-2p-enterpriseservices01-ediscoveryforensics-10.119.210.80_28
g-enterpriseservices-p01,g-rsg-1p-enterpriseservices01-network-01,g-vnt-1p-enterpriseservices01-01,ediscoveryforensics-10.117.210.80_28,g-nsg-1p-enterpriseservices01-ediscoveryforensics-10.117.210.80_28
g-enterpriseservices-p01,g-rsg-1p-enterpriseservices01-network-01,g-vnt-1p-enterpriseservices01-01,aksenterprisesvcs01-10.112.132.0_22,g-nsg-1p-enterpriseservices01-aksenterprisesvcs01-10.112.132.0_22
g-enterpriseservices-p01,g-rsg-1p-enterpriseservices01-network-01,g-vnt-1p-enterpriseservices01-01,akssysenterprisesvcs01-10.112.129.0_24,g-nsg-1p-enterpriseservices01-akssysenterprisesvcs01-10.112.129.0_24
g-enterpriseservices-p01,g-rsg-1p-enterpriseservices01-network-01,g-vnt-1p-enterpriseservices01-01,aarmptreprod-10.112.128.128_25,g-nsg-1p-enterpriseservices01-aarmptreprod-10.112.128.128_25
g-enterpriseservices-p01,g-rsg-1p-enterpriseservices01-network-01,g-vnt-1p-enterpriseservices01-01,entfinanceprod-10.112.130.0_25,g-nsg-1p-enterpriseservices01-entfinanceprod-10.112.130.0_25
g-enterpriseservices-p01,g-rsg-1p-enterpriseservices01-network-01,g-vnt-1p-enterpriseservices01-01,entfinuipathprod-10.112.130.128_25,g-nsg-1p-enterpriseservices01-entfinuipathprod-10.112.130.128_25
g-supplychain-p01,g-rsg-2p-supplychain01-network-01,g-vnt-2p-supplychain01-01,prodsmeebookingmgmtbmt02-10.115.195.16_28,g-nsg-2p-supplychain01-prodsmeebookingmgmtbmt02-10.115.195.16_28
g-supplychain-p01,g-rsg-2p-supplychain01-network-01,g-vnt-2p-supplychain01-01,gporeportingip-10.115.199.176_28,g-nsg-2p-supplychain01-gporeportingip-10.115.199.176_28
g-supplychain-p01,g-rsg-2p-supplychain01-network-01,g-vnt-2p-supplychain01-01,gporeportingdatabrickspublic-10.126.15.0_26,g-nsg-2p-supplychain01-gporeportingdatabrickspublic-10.126.15.0_26
g-supplychain-p01,g-rsg-2p-supplychain01-network-01,g-vnt-2p-supplychain01-01,gporeportingdatabricksprivate-10.126.15.64_26,g-nsg-2p-supplychain01-gporeportingdatabricksprivate-10.126.15.64_26
g-supplychain-p01,g-rsg-2p-supplychain01-network-01,g-vnt-2p-supplychain01-01,gporeportingdatabrickspublic02-10.126.15.128_26,g-nsg-2p-supplychain01-gporeportingdatabrickspublic02-10.126.15.128_26
g-supplychain-p01,g-rsg-2p-supplychain01-network-01,g-vnt-2p-supplychain01-01,gporeportingdatabricksprivate02-10.126.15.192_26,g-nsg-2p-supplychain01-gporeportingdatabricksprivate02-10.126.15.192_26
g-supplychain-p01,g-rsg-2p-supplychain01-network-01,g-vnt-2p-supplychain01-01,bisreportingdatabrickspublic-10.126.21.0_26,g-nsg-2p-supplychain01-bisreportingdatabrickspublic-10.126.21.0_26
g-supplychain-p01,g-rsg-2p-supplychain01-network-01,g-vnt-2p-supplychain01-01,bisreportingdatabricksprivate-10.126.21.64_26,g-nsg-2p-supplychain01-bisreportingdatabricksprivate-10.126.21.64_26
g-supplychain-p01,g-rsg-2p-supplychain01-network-01,g-vnt-2p-supplychain01-01,saadapter-10.126.22.0_24,g-nsg-2p-supplychain01-saadapter-10.126.22.0_24
g-supplychain-p01,g-rsg-2p-supplychain01-network-01,g-vnt-2p-supplychain01-01,dpcappgw-10.126.41.0_24,g-nsg-2p-supplychain01-dpcappgw-10.126.41.0_24
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,assortmenttools-10.125.13.128_25,g-nsg-1p-supplychain01-assortmenttools-10.125.13.128_25
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodgisinvoiceprocessmanagement-10.112.194.0_25,g-nsg-1p-supplychain01-prodgisinvoiceprocessmanagement-10.112.194.0_25
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodgisinvoiceprocessmanagement02-10.112.194.128_25,g-nsg-1p-supplychain01-prodgisinvoiceprocessmanagement02-10.112.194.128_25
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodairwatchcorp-10.112.195.32_27,g-nsg-1p-supplychain01-prodairwatchcorp-10.112.195.32_27
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,ccrptproddatabrickspublic-10.112.195.64_26,g-nsg-1p-supplychain01-ccrptproddatabrickspublic-10.112.195.64_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,ccrptproddatabricksprivate-10.125.13.64_26,g-nsg-1p-supplychain01-ccrptproddatabricksprivate-10.125.13.64_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodsymonreporting-10.125.9.160_27,g-nsg-1p-supplychain01-prodsymonreporting-10.125.9.160_27
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodsmeebookingmgmtbmt-10.125.14.0_24,g-nsg-1p-supplychain01-prodsmeebookingmgmtbmt-10.125.14.0_24
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodsmeebookingmgmtbmt02-10.112.195.16_28,g-nsg-1p-supplychain01-prodsmeebookingmgmtbmt02-10.112.195.16_28
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,gporeportingip-10.112.199.176_28,g-nsg-1p-supplychain01-gporeportingip-10.112.199.176_28
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,gporeportingdatabrickspublic-10.125.15.0_26,g-nsg-1p-supplychain01-gporeportingdatabrickspublic-10.125.15.0_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,gporeportingdatabricksprivate-10.125.15.64_26,g-nsg-1p-supplychain01-gporeportingdatabricksprivate-10.125.15.64_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,gporeportingdatabrickspublic02-10.125.15.128_26,g-nsg-1p-supplychain01-gporeportingdatabrickspublic02-10.125.15.128_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,gporeportingdatabricksprivate02-10.125.15.192_26,g-nsg-1p-supplychain01-gporeportingdatabricksprivate02-10.125.15.192_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodstoreplddatabrickspublic-10.125.20.0_26,g-nsg-1p-supplychain01-prodstoreplddatabrickspublic-10.125.20.0_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodstoreplddatabricksprivate-10.125.20.64_26,g-nsg-1p-supplychain01-prodstoreplddatabricksprivate-10.125.20.64_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodflash-10.125.20.128_26,g-nsg-1p-supplychain01-prodflash-10.125.20.128_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,bisreportingdatabrickspublic01-10.125.21.128_26,g-nsg-1p-supplychain01-bisreportingdatabrickspublic01-10.125.21.128_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,bisreportingdatabricksprivate01-10.125.21.192_26,g-nsg-1p-supplychain01-bisreportingdatabricksprivate01-10.125.21.192_26
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,saadapter-10.125.22.0_24,g-nsg-1p-supplychain01-saadapter-10.125.22.0_24
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,aksprodptom-10.125.32.0_22,g-nsg-1p-supplychain01-aksprodptom-10.125.32.0_22
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,akssysptomprod-10.125.29.0_24,g-nsg-1p-supplychain01-akssysptomprod-10.125.29.0_24
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,aksspcstore-10.125.36.0_22,g-nsg-1p-supplychain01-aksspcstore-10.125.36.0_22
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,akssysspcstore-10.125.30.0_24,g-nsg-1p-supplychain01-akssysspcstore-10.125.30.0_24
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodpeteallodatappgw-10.125.31.0_24,g-nsg-1p-supplychain01-prodpeteallodatappgw-10.125.31.0_24
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,pgsqlflexprodfrio-10.125.40.0_27,g-nsg-1p-supplychain01-pgsqlflexprodfrio-10.125.40.0_27
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodgpoarchiveapp-10.125.40.128_25,g-nsg-1p-supplychain01-prodgpoarchiveapp-10.125.40.128_25
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,dpcappgw-10.125.41.0_24,g-nsg-1p-supplychain01-dpcappgw-10.125.41.0_24
g-supplychain-p01,g-rsg-1p-supplychain01-network-01,g-vnt-1p-supplychain01-01,prodlrm-10.125.40.32_27,g-nsg-1p-supplychain01-prodlrm-10.125.40.32_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,bastionhosts-10.117.26.0_27,g-nsg-1p-platform01-bastionhosts-10.117.26.0_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,adopipelines-10.117.26.112_28,g-nsg-1p-platform01-adopipelines-10.117.26.112_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akscarsv1api-10.100.22.128_25,g-nsg-1p-platform01-akscarsv1api-10.100.22.128_25
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyscarsv1api-10.100.23.0_25,g-nsg-1p-platform01-akssyscarsv1api-10.100.23.0_25
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,aksmyinsightsui-10.100.25.0_24,g-nsg-1p-platform01-aksmyinsightsui-10.100.25.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssysmyinsightsui-10.100.23.128_25,g-nsg-1p-platform01-akssysmyinsightsui-10.100.23.128_25
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,windowsvm-10.100.22.48_28,g-nsg-1p-platform01-windowsvm-10.100.22.48_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,captiveportalpanmgmt-10.100.26.0_27,g-nsg-1p-platform01-captiveportalpanmgmt-10.100.26.0_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,captiveportalpandata-10.100.26.32_27,g-nsg-1p-platform01-captiveportalpandata-10.100.26.32_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,captiveportalpanha-10.100.26.64_27,g-nsg-1p-platform01-captiveportalpanha-10.100.26.64_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,uiddistpanmgmt-10.100.26.96_27,g-nsg-1p-platform01-uiddistpanmgmt-10.100.26.96_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,uiddistpanuntrusted-10.100.26.128_27,g-nsg-1p-platform01-uiddistpanuntrusted-10.100.26.128_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,uiddistpantrusted-10.100.26.160_27,g-nsg-1p-platform01-uiddistpantrusted-10.100.26.160_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,gapbot-10.100.26.192_28,g-nsg-1p-platform01-gapbot-10.100.26.192_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyssaltsecurity-10.100.27.0_25,g-nsg-1p-platform01-akssyssaltsecurity-10.100.27.0_25
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,saltsecurity-10.100.30.0_24,g-nsg-1p-platform01-saltsecurity-10.100.30.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,adogapvdcagents-10.100.26.224_27,g-nsg-1p-platform01-adogapvdcagents-10.100.26.224_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,cesfunctionappprod-10.100.27.128_27,g-nsg-1p-platform01-cesfunctionappprod-10.100.27.128_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,activedirectorydiad-10.100.26.208_28,g-nsg-1p-platform01-activedirectorydiad-10.100.26.208_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,autodeployprod-10.100.27.160_28,g-nsg-1p-platform01-autodeployprod-10.100.27.160_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,prodturbonomicsvms-10.100.27.192_27,g-nsg-1p-platform01-prodturbonomicsvms-10.100.27.192_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,prodturbonomics-10.100.27.176_28,g-nsg-1p-platform01-prodturbonomics-10.100.27.176_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,prodturbonomics02-10.100.27.224_28,g-nsg-1p-platform01-prodturbonomics02-10.100.27.224_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,cspchangenotification-10.100.32.96_27,g-nsg-1p-platform01-cspchangenotification-10.100.32.96_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,apigeeprod-10.100.37.0_24,g-nsg-1p-platform01-apigeeprod-10.100.37.0_24
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,backstageprodappgw-10.100.27.240_28,g-nsg-1p-platform01-backstageprodappgw-10.100.27.240_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,cspmicrosoftazure-10.100.36.128_27,g-nsg-1p-platform01-cspmicrosoftazure-10.100.36.128_27
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akscoder-10.100.38.0_23,g-nsg-1p-platform01-akscoder-10.100.38.0_23
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,akssyscoder-10.100.48.0_25,g-nsg-1p-platform01-akssyscoder-10.100.48.0_25
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,splunkcloud-10.100.48.128_25,g-nsg-1p-platform01-splunkcloud-10.100.48.128_25
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,prodservicenow-10.100.49.0_25,g-nsg-1p-platform01-prodservicenow-10.100.49.0_25
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,prodmicrosoftdefenderatp-10.100.0.0_28,g-nsg-1p-platform01-prodmicrosoftdefenderatp-10.100.0.0_28
g-platform-p01,g-rsg-1p-platform01-network-01,g-vnt-1p-platform01-01,prodcoder-10.100.0.32_28,g-nsg-1p-platform01-prodcoder-10.100.0.32_28
